"tconst","titleType","primaryTitle","startYear","runtimeMinutes","genres","averageRating","numVotes"
"tt0002130","movie","Dante's Inferno","1911","71","Adventure,Drama,Fantasy",7,3517
"tt0002423","movie","Passion","1919","113","Biography,Drama,Romance",6.6,1015
"tt0002844","movie","Fantômas: In the Shadow of the Guillotine","1913","54","Crime,Drama",6.9,2507
"tt0003014","movie","Ingeborg Holm","1913","96","Drama",7,1441
"tt0003037","movie","Fantomas: The Man in Black","1913","61","Crime,Drama",6.9,1698
"tt0003165","movie","Fantômas: The Dead Man Who Killed","1913","90","Crime,Drama,Mystery",6.9,1343
"tt0003419","movie","The Student of Prague","1913","85","Drama,Fantasy,Horror",6.4,2424
"tt0003643","movie","The Avenging Conscience: or 'Thou Shalt Not Kill'","1914","78","Crime,Drama,Horror",6.4,1436
"tt0003740","movie","Cabiria","1914","148","Adventure,Drama,History",7.1,3985
"tt0003772","movie","Cinderella","1914","52","Drama,Fantasy",6,1086
"tt0003930","movie","Fantomas: The Mysterious Finger Print","1914","59","Crime,Drama",6.8,1439
"tt0003952","movie","Fantômas: The False Magistrate","1914","70","Crime,Drama",6.7,1211
"tt0004026","movie","The Golem","1914","60","Horror",6.7,1247
"tt0004181","movie","Judith of Bethulia","1914","61","Drama",6.2,1453
"tt0004465","movie","The Perils of Pauline","1914","199","Action,Adventure,Drama",6.3,1092
"tt0004635","movie","The Squaw Man","1914","74","Action,Drama,Romance",5.7,1055
"tt0004707","movie","Tillie's Punctured Romance","1914","82","Comedy",6.3,3742
"tt0004972","movie","The Birth of a Nation","1915","195","Drama,History,War",6.1,26455
"tt0005060","movie","Carmen","1915","59","Drama",6.3,1089
"tt0005078","movie","The Cheat","1915","59","Drama,Romance",6.5,2829
"tt0005339","movie","A Fool There Was","1915","67","Drama",5.7,1050
"tt0005916","movie","After Death","1915","46","Drama,Horror",6.8,1030
"tt0005960","movie","The Regeneration","1915","72","Biography,Crime,Drama",6.8,1440
"tt0006206","movie","Les vampires","1915","421","Action,Adventure,Crime",7.3,5461
"tt0006333","movie","20,000 Leagues Under the Sea","1916","105","Action,Adventure,Sci-Fi",6.1,2013
"tt0006780","movie","Hell's Hinges","1916","64","Romance,Western",6.7,1091
"tt0006864","movie","Intolerance","1916","163","Drama,History",7.7,16799
"tt0006886","movie","Judex","1916","300","Adventure,Crime",7.2,1136
"tt0008443","movie","The Poor Little Rich Girl","1917","78","Comedy,Drama,Family",6.7,1557
"tt0008663","movie","A Man There Was","1917","65","Drama,War",7.3,2346
"tt0008879","movie","The Outlaw and His Wife","1918","72","Drama",7.2,2103
"tt0008891","movie","The Blue Bird","1918","75","Family,Fantasy",6.9,1025
"tt0009150","movie","Hearts of the World","1918","117","Drama,War",6.6,1112
"tt0009369","movie","Mickey","1918","93","Comedy,Drama",6.1,1183
"tt0009652","movie","Stella Maris","1918","84","Drama",6.9,1591
"tt0009878","movie","Different from the Others","1919","50","Crime,Drama,History",7,1511
"tt0009892","movie","Auction of Souls","1919","80","Drama,History,Romance",5.5,1244
"tt0009893","movie","The Oyster Princess","1919","60","Comedy",7.2,2181
"tt0009937","movie","Blind Husbands","1919","102","Drama,Romance",6.9,1703
"tt0009968","movie","Broken Blossoms","1919","90","Drama,Romance",7.2,11110
"tt0010040","movie","Daddy-Long-Legs","1919","85","Comedy,Drama",6.6,1482
"tt0010071","movie","Don't Change Your Husband","1919","71","Comedy",6.6,1277
"tt0010247","movie","Sir Arne's Treasure","1919","122","Drama,History",7.1,1567
"tt0010267","movie","The Hoodlum","1919","78","Comedy",6.7,1046
"tt0010281","movie","I Don't Want to Be a Man","1918","45","Comedy,Romance",6.8,1657
"tt0010307","movie","J'accuse!","1919","166","Drama,Horror,War",7.7,2081
"tt0010323","movie","The Cabinet of Dr. Caligari","1920","67","Horror,Mystery,Thriller",8,70480
"tt0010418","movie","Male and Female","1919","116","Adventure,Drama",7,1981
"tt0010598","movie","The President","1919","85","Drama",6.6,1062
"tt0010600","movie","The Doll","1919","66","Comedy,Fantasy,Sci-Fi",7.4,2381
"tt0010726","movie","The Spiders - Episode 1: The Golden Sea","1919","130","Adventure,Western",6.5,1458
"tt0010806","movie","True Heart Susie","1919","87","Comedy,Drama,Romance",6.9,2005
"tt0011000","movie","Leaves From Satan's Book","1920","167","Drama",6.6,1360
"tt0011130","movie","Dr. Jekyll and Mr. Hyde","1920","69","Drama,Horror,Sci-Fi",6.9,6076
"tt0011157","movie","Erotikon","1920","106","Comedy,Romance",6.4,1053
"tt0011221","movie","Genuine: The Tragedy of a Vampire","1920","88","Horror",5.9,1139
"tt0011237","movie","The Golem","1920","91","Fantasy,Horror",7.2,8596
"tt0011387","movie","The Last of the Mohicans","1920","73","Action,Adventure,Drama",6.7,1449
"tt0011439","movie","The Mark of Zorro","1920","79","Adventure,Romance,Western",7.1,2810
"tt0011565","movie","The Penalty","1920","90","Crime,Drama,Thriller",7.4,2647
"tt0011607","movie","The Parson's Widow","1920","94","Comedy,Drama,Horror",7.1,1526
"tt0011652","movie","The Saphead","1920","77","Comedy,Drama,Romance",6.1,1774
"tt0011723","movie","The Spiders - Episode 2: The Diamond Ship","1920","104","Adventure",6.1,1103
"tt0011841","movie","Way Down East","1920","145","Drama,Romance",7.3,5922
"tt0011865","movie","Why Change Your Wife?","1920","90","Comedy,Drama",6.7,1498
"tt0011870","movie","Within Our Gates","1920","79","Drama,Romance",6.4,3660
"tt0011904","movie","The Ace of Hearts","1921","75","Crime,Drama,Mystery",6.8,1328
"tt0011909","movie","The Affairs of Anatol","1921","117","Comedy,Drama",6.6,1363
"tt0011960","movie","The Wildcat","1921","79","Comedy,Drama,Romance",6.9,1326
"tt0012027","movie","Camille","1921","72","Drama,Romance",6.5,1068
"tt0012190","movie","The Four Horsemen of the Apocalypse","1921","150","Drama,Romance,War",7.1,3561
"tt0012349","movie","The Kid","1921","68","Comedy,Drama,Family",8.2,135554
"tt0012364","movie","The Phantom Carriage","1921","107","Drama,Fantasy,Horror",8,14195
"tt0012494","movie","Destiny","1921","114","Drama,Fantasy,Horror",7.6,6734
"tt0012532","movie","Orphans of the Storm","1921","150","Drama,History,Romance",7.3,5497
"tt0012642","movie","A Sailor-Made Man","1921","47","Action,Adventure,Comedy",6.8,1254
"tt0012651","movie","The Haunted Castle","1921","69","Crime,Drama,Mystery",6.1,2075
"tt0012675","movie","The Sheik","1921","86","Adventure,Drama,Romance",6.2,3690
"tt0012752","movie","The Three Musketeers","1921","119","Action,Adventure,Family",6.9,1156
"tt0012763","movie","Tol'able David","1921","99","Drama",7.1,1951
"tt0012938","movie","Beyond the Rocks","1922","80","Drama,Romance",6.7,2408
"tt0012952","movie","Blood and Sand","1922","108","Drama,Romance,Sport",6.3,1545
"tt0013075","movie","Dr. Jack","1922","60","Comedy,Romance",7.1,1688
"tt0013086","movie","Dr. Mabuse, the Gambler","1922","242","Crime,Mystery,Thriller",7.8,9226
"tt0013140","movie","Foolish Wives","1922","117","Drama,Thriller",7,4057
"tt0013201","movie","Grandma's Boy","1922","60","Comedy,Family",7,2066
"tt0013257","movie","Häxan","1922","91","Documentary,Fantasy,Horror",7.6,16881
"tt0013427","movie","Nanook of the North","1922","78","Documentary",7.6,13532
"tt0013442","movie","Nosferatu","1922","94","Fantasy,Horror",7.9,106071
"tt0013496","movie","Phantom","1922","125","Drama,Romance",6.7,1962
"tt0013556","movie","Robin Hood","1922","143","Adventure,Family,Romance",7,2503
"tt0013571","movie","Salomé","1922","72","Biography,Drama,History",6.6,1176
"tt0013579","movie","Warning Shadows","1923","90","Drama,Fantasy,Horror",6.6,1129
"tt0013750","movie","When Knighthood Was in Flower","1922","120","Drama,Romance",6.6,1141
"tt0013933","movie","The Faithful Heart","1923","87","Drama,Romance",7.4,1459
"tt0014029","movie","The Extra Girl","1923","68","Comedy,Romance",6.7,1213
"tt0014109","movie","The Saga of Gösta Berling","1924","183","Drama,Romance",7,1386
"tt0014142","movie","The Hunchback of Notre Dame","1923","133","Drama,Horror,Romance",7.2,6146
"tt0014205","movie","Little Old New York","1923","110","Comedy,Romance",6.4,1091
"tt0014341","movie","Our Hospitality","1923","65","Comedy,Romance,Thriller",7.8,12550
"tt0014358","movie","The Pilgrim","1923","47","Comedy,Western",7.2,5719
"tt0014417","movie","The Wheel","1923","417","Drama",7.5,2577
"tt0014429","movie","Safety Last!","1923","74","Action,Comedy,Thriller",8.1,23074
"tt0014497","movie","Souls for Sale","1923","90","Comedy,Drama,Romance",7,1114
"tt0014532","movie","The Ten Commandments","1923","136","Biography,Drama,History",6.8,2683
"tt0014538","movie","Three Ages","1923","63","Comedy",7,5239
"tt0014586","movie","Waxworks","1924","107","Fantasy,Horror",6.6,2330
"tt0014611","movie","Why Worry?","1923","63","Adventure,Comedy,Family",7.3,2076
"tt0014624","movie","A Woman of Paris: A Drama of Fate","1923","82","Drama,Romance",6.9,6234
"tt0014646","movie","Aelita, the Queen of Mars","1924","111","Adventure,Comedy,Drama",6.4,2904
"tt0014945","movie","Girl Shy","1924","87","Comedy,Romance",7.7,3684
"tt0014972","movie","He Who Gets Slapped","1924","95","Drama,Romance,Thriller",7.8,4337
"tt0015002","movie","Hot Water","1924","53","Comedy",7.1,1571
"tt0015014","movie","L'inhumaine","1924","135","Drama,Mystery,Romance",7.2,1050
"tt0015016","movie","The Iron Horse","1924","150","Drama,History,Romance",7.2,2467
"tt0015039","movie","Kino Eye","1924","78","Documentary",6.9,1205
"tt0015064","movie","The Last Laugh","1924","90","Drama",8,15282
"tt0015116","movie","Manhandled","1924","75","Comedy,Drama",6.7,1150
"tt0015119","movie","The Marriage Circle","1924","85","Comedy",7,1516
"tt0015136","movie","Michael","1924","93","Drama,Romance",7.1,2058
"tt0015163","movie","The Navigator","1924","59","Action,Adventure,Comedy",7.5,11118
"tt0015167","movie","The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks","1924","94","Comedy,Fantasy,Romance",6.5,1123
"tt0015174","movie","Die Nibelungen: Kriemhild's Revenge","1924","129","Adventure,Drama,Fantasy",7.9,5031
"tt0015175","movie","Die Nibelungen: Siegfried","1924","100","Adventure,Drama,Fantasy",8.1,6597
"tt0015202","movie","The Hands of Orlac","1924","92","Crime,Horror,Mystery",7,3416
"tt0015214","movie","At 3:25","1925","59","Sci-Fi",7.1,1982
"tt0015224","movie","Peter Pan","1924","105","Adventure,Family,Fantasy",7.1,1276
"tt0015324","movie","Sherlock Jr.","1924","45","Action,Comedy,Romance",8.2,57610
"tt0015361","movie","Strike","1925","82","Drama",7.6,8678
"tt0015400","movie","The Thief of Bagdad","1924","155","Adventure,Family,Fantasy",7.7,7029
"tt0015532","movie","The Adventures of Prince Achmed","1926","80","Adventure,Animation,Family",7.8,6937
"tt0015624","movie","The Big Parade","1925","151","Drama,Romance,War",7.9,7332
"tt0015634","movie","Body and Soul","1925","102","Crime,Drama,Thriller",6.2,1200
"tt0015648","movie","Battleship Potemkin","1925","66","Drama,History,Thriller",7.9,61676
"tt0015768","movie","Master of the House","1925","111","Comedy,Drama",7,2390
"tt0015772","movie","The Eagle","1925","73","Action,Adventure,Comedy",6.6,2287
"tt0015841","movie","The Freshman","1925","77","Comedy,Family,Romance",7.5,6106
"tt0015842","movie","The Joyless Street","1925","125","Drama",7.1,1728
"tt0015863","movie","Go West","1925","69","Comedy,Western",7.1,5044
"tt0015864","movie","The Gold Rush","1925","95","Adventure,Comedy,Drama",8.1,119247
"tt0015873","movie","Grass: A Nation's Battle for Life","1925","71","Documentary",7.7,1207
"tt0015881","movie","Greed","1924","140","Drama,Thriller,Western",8,10821
"tt0016004","movie","Lady Windermere's Fan","1925","120","Comedy",7.2,1370
"tt0016028","movie","Little Annie Rooney","1925","94","Comedy,Drama",6.8,1071
"tt0016029","movie","The Little Colonel","1935","81","Comedy,Family,Musical",7,1901
"tt0016039","movie","The Lost World","1925","110","Adventure,Fantasy,Horror",7,5873
"tt0016104","movie","The Merry Widow","1925","137","Drama,Romance",7.2,2594
"tt0016123","movie","The Monster","1925","86","Comedy,Horror,Mystery",6.2,1376
"tt0016220","movie","The Phantom of the Opera","1925","93","Horror",7.5,20210
"tt0016230","movie","The Pleasure Garden","1925","75","Drama,Romance",5.8,2906
"tt0016332","movie","Seven Chances","1925","56","Comedy,Romance",7.8,11808
"tt0016394","movie","Stage Struck","1925","70","Comedy",6.8,1072
"tt0016473","movie","The Unholy Three","1925","86","Crime,Drama,Romance",7.2,2231
"tt0016481","movie","Variety","1925","72","Crime,Drama,Romance",7.4,1408
"tt0016544","movie","The Wizard of Oz","1925","95","Adventure,Comedy,Family",4.9,1757
"tt0016627","movie","Bardelys the Magnificent","1926","90","Drama,Romance",7.1,1318
"tt0016630","movie","Battling Butler","1926","77","Comedy,Sport",7,3919
"tt0016641","movie","Ben-Hur: A Tale of the Christ","1925","143","Action,Adventure,Drama",7.8,8002
"tt0016654","movie","The Black Pirate","1926","88","Action,Adventure",7,2163
"tt0016669","movie","La Bohème","1926","95","Drama,Romance",7.2,1694
"tt0016690","movie","Brown of Harvard","1926","85","Action,Drama,Romance",6.2,1535
"tt0016822","movie","Ella Cinders","1926","75","Comedy,Romance",7,1090
"tt0016847","movie","Faust","1926","107","Drama,Fantasy,Horror",8.1,16727
"tt0016884","movie","Flesh and the Devil","1926","112","Drama",7.6,4653
"tt0016895","movie","For Heaven's Sake","1926","58","Action,Comedy,Romance",7.5,1980
"tt0017048","movie","A Page of Madness","1926","70","Drama,Horror,Thriller",7.4,4625
"tt0017075","movie","The Lodger: A Story of the London Fog","1927","92","Crime,Drama,Mystery",7.3,13487
"tt0017128","movie","Mother","1926","89","Drama",7.4,3083
"tt0017136","movie","Metropolis","1927","153","Drama,Sci-Fi",8.3,186494
"tt0017271","movie","By the Law","1926","80","Action,Drama,Mystery",7.6,1232
"tt0017350","movie","The Scarlet Letter","1926","115","Drama",7.6,1953
"tt0017416","movie","The Son of the Sheik","1926","68","Adventure,Drama,Romance",6.6,2143
"tt0017423","movie","Sparrows","1926","109","Drama",7.3,1537
"tt0017448","movie","Tartuffe","1925","70","Comedy,Drama",7.1,2728
"tt0017449","movie","The Temptress","1926","62","Drama,Romance",6.9,1353
"tt0017463","movie","3 Bad Men","1926","122","Drama,Romance,Western",7.5,1510
"tt0017534","movie","West Point","1927","95","Drama,Romance,Sport",6.6,1978
"tt0017668","movie","Berlin: Symphony of Metropolis","1927","65","Documentary",7.6,4813
"tt0017739","movie","The Cat and the Canary","1927","108","Comedy,Horror,Mystery",7.1,3416
"tt0017743","movie","Chang: A Drama of the Wilderness","1927","69","Adventure,Documentary,Drama",6.8,1130
"tt0017765","movie","College","1927","66","Comedy,Drama,Sport",6.9,5501
"tt0017825","movie","Downhill","1927","110","Adventure,Drama,Thriller",6,3097
"tt0017843","movie","Easy Virtue","1927","80","Romance,Thriller",5.5,3085
"tt0017925","movie","The General","1926","78","Action,Adventure,Comedy",8.1,98674
"tt0017961","movie","Happiness","1935","95","Comedy,Drama",7.3,1201
"tt0018033","movie","It","1927","72","Comedy,Romance",7.2,3609
"tt0018037","movie","The Jazz Singer","1927","88","Drama,Music,Musical",6.4,11143
"tt0018051","movie","The Kid Brother","1927","82","Comedy,Drama,Family",7.6,4854
"tt0018054","movie","The King of Kings","1927","160","Biography,Drama,Family",7.4,2437
"tt0018066","movie","The End of St. Petersburg","1927","85","Drama",7.3,1868
"tt0018097","movie","London After Midnight","1927","69","Horror,Mystery,Thriller",6.6,1476
"tt0018107","movie","Love","1927","82","Drama,Romance",6.8,1190
"tt0018192","movie","Napoleon","1927","330","Biography,Drama,History",8.2,8869
"tt0018217","movie","October (Ten Days that Shook the World)","1927","95","Drama,History",7.4,8496
"tt0018311","movie","The Red Mill","1927","74","Comedy,Romance",6.8,1522
"tt0018328","movie","The Ring","1927","89","Drama,Romance,Sport",6.1,3964
"tt0018379","movie","7th Heaven","1927","110","Drama,Romance",7.6,4202
"tt0018440","movie","Spring Fever","1927","78","Comedy",6.5,1082
"tt0018451","movie","The Student Prince in Old Heidelberg","1927","106","Drama,Romance",7.6,1676
"tt0018455","movie","Sunrise","1927","94","Drama,Romance",8.1,54046
"tt0018471","movie","Tell It to the Marines","1926","103","Comedy,Drama,Romance",7.1,1624
"tt0018505","movie","Bed and Sofa","1927","86","Comedy,Drama",7.3,1340
"tt0018515","movie","Two Arabian Knights","1927","92","Adventure,Comedy,Romance",6.7,1151
"tt0018526","movie","Underworld","1927","80","Crime,Drama,Film-Noir",7.5,3517
"tt0018528","movie","The Unknown","1927","68","Drama,Horror,Romance",7.7,9247
"tt0018578","movie","Wings","1927","144","Action,Drama,Romance",7.5,14655
"tt0018618","movie","Across to Singapore","1928","85","Crime,Drama,Romance",6.2,1192
"tt0018684","movie","Beggars of Life","1928","84","Adventure,Crime,Drama",7.4,1335
"tt0018737","movie","Pandora's Box","1929","109","Crime,Drama,Romance",7.8,11922
"tt0018742","movie","The Cameraman","1928","76","Comedy,Drama,Family",8,13286
"tt0018756","movie","Champagne","1928","86","Comedy",5.4,2701
"tt0018770","movie","The Fall of the House of Usher","1928","72","Drama,Fantasy,Horror",7.3,4540
"tt0018773","movie","The Circus","1928","72","Comedy,Family,Romance",8.1,36244
"tt0018806","movie","The Crowd","1928","98","Drama,Romance",8.1,9251
"tt0018839","movie","The Docks of New York","1928","76","Crime,Drama,Film-Noir",7.5,5079
"tt0018876","movie","The Farmer's Wife","1928","129","Comedy,Drama,Romance",5.8,3147
"tt0019071","movie","The Last Command","1928","88","Drama,History,Romance",8,4565
"tt0019074","movie","Laugh, Clown, Laugh","1928","73","Drama",7.5,2162
"tt0019109","movie","Lonesome","1928","69","Comedy,Drama,Romance",7.7,2626
"tt0019130","movie","The Man Who Laughs","1928","110","Drama,Horror,Mystery",7.6,8154
"tt0019195","movie","The Mysterious Lady","1928","96","Drama,Romance",7.2,1468
"tt0019237","movie","Our Dancing Daughters","1928","85","Drama",6.7,1979
"tt0019254","movie","The Passion of Joan of Arc","1928","114","Biography,Drama,History",8.1,61139
"tt0019258","movie","The Patsy","1928","78","Comedy,Drama,Romance",7.5,2791
"tt0019286","movie","Storm Over Asia","1928","74","Drama,War",7,2321
"tt0019304","movie","The Racket","1928","84","Crime,Drama,Film-Noir",6.6,1601
"tt0019344","movie","Sadie Thompson","1928","97","Drama",7.2,2836
"tt0019379","movie","Show People","1928","83","Comedy,Romance",7.6,4020
"tt0019400","movie","The Smart Set","1928","80","Comedy,Romance,Sport",6.3,1077
"tt0019412","movie","Speedy","1928","85","Action,Comedy,Family",7.6,4325
"tt0019415","movie","Spies","1928","90","Romance,Thriller",7.5,3972
"tt0019421","movie","Steamboat Bill, Jr.","1928","70","Action,Comedy,Drama",7.8,16266
"tt0019429","movie","Street Angel","1928","102","Drama",7.3,2584
"tt0019558","movie","The Wedding March","1928","113","Drama",7.4,1911
"tt0019563","movie","West of Zanzibar","1928","65","Drama,Horror,Mystery",7.2,1971
"tt0019585","movie","The Wind","1928","95","Drama,Romance,Thriller",8,7210
"tt0019591","movie","A Woman of Affairs","1928","98","Drama",7.1,1704
"tt0019611","movie","Zvenigora","1928","109","Drama,Fantasy",7.1,1175
"tt0019644","movie","Applause","1929","80","Drama,Musical,Romance",7.1,1509
"tt0019646","movie","L'Argent","1928","195","Drama,Romance",7.5,1159
"tt0019649","movie","Arsenal","1929","70","Drama,War",7.1,2348
"tt0019655","movie","Asphalt","1929","94","Crime,Drama,Romance",7.4,1695
"tt0019702","movie","Blackmail","1929","85","Crime,Drama,Thriller",6.9,12081
"tt0019729","movie","The Broadway Melody","1929","100","Drama,Musical,Romance",5.6,8067
"tt0019735","movie","Bulldog Drummond","1929","90","Crime,Drama,Mystery",6.3,1340
"tt0019760","movie","Man with a Movie Camera","1929","68","Documentary",8.3,28157
"tt0019777","movie","The Cocoanuts","1929","96","Comedy,Musical,Romance",6.8,8244
"tt0019788","movie","Coquette","1929","76","Drama,Romance",5.5,2324
"tt0019811","movie","Desert Nights","1929","62","Drama",6.7,1249
"tt0019823","movie","Disraeli","1929","90","Biography,Drama,History",6.1,1388
"tt0019901","movie","Woman in the Moon","1929","95","Adventure,Comedy,Drama",7.3,3885
"tt0019946","movie","The Great Gabbo","1929","92","Drama,Musical,Romance",6,1011
"tt0019959","movie","Hallelujah","1929","109","Drama,Musical",6.7,2009
"tt0019993","movie","The Hollywood Revue of 1929","1929","130","Comedy,Music",5.7,2267
"tt0020018","movie","In Old Arizona","1928","95","Drama,Western",5.5,1306
"tt0020030","movie","The Iron Mask","1929","95","Adventure,Drama,History",7,1403
"tt0020062","movie","The Kiss","1929","62","Drama,Romance",6.8,1247
"tt0020112","movie","The Love Parade","1929","107","Comedy,Musical,Romance",7,2639
"tt0020122","movie","Lucky Star","1929","100","Drama,Romance",7.7,1530
"tt0020142","movie","The Manxman","1929","110","Drama,Romance",6.2,3299
"tt0020143","movie","Marianne","1929","111","Drama,Musical,Romance",6.1,1278
"tt0020163","movie","People on Sunday","1930","73","Comedy,Drama,Romance",7.3,3565
"tt0020269","movie","Piccadilly","1929","92","Crime,Drama",7.1,1853
"tt0020286","movie","A Throw of Dice","1929","74","Adventure,Drama,Romance",6.5,1019
"tt0020298","movie","Queen Kelly","1932","101","Drama",7.1,3373
"tt0020442","movie","Spite Marriage","1929","76","Comedy",6.9,2520
"tt0020451","movie","Old and New","1929","121","Drama",7.2,1736
"tt0020475","movie","Diary of a Lost Girl","1929","79","Drama",7.8,4842
"tt0020514","movie","The Trespasser","1929","90","Drama,Romance",6.5,1447
"tt0020570","movie","The White Hell of Pitz Palu","1929","75","Action,Adventure,Drama",7.3,1112
"tt0020620","movie","Abraham Lincoln","1930","96","Biography,Drama,War",5.6,1720
"tt0020629","movie","All Quiet on the Western Front","1930","152","Drama,War",8.1,68007
"tt0020640","movie","Animal Crackers","1930","97","Comedy,Family,Musical",7.4,15352
"tt0020641","movie","Anna Christie","1930","89","Drama,Romance",6.6,3521
"tt0020668","movie","The Bat Whispers","1930","83","Crime,Drama,Horror",6.3,1160
"tt0020686","movie","The Big House","1930","87","Crime,Drama,Thriller",7.1,2609
"tt0020691","movie","The Big Trail","1930","125","Adventure,Drama,Romance",7.2,4501
"tt0020697","movie","The Blue Angel","1930","104","Drama,Music,Romance",7.7,16371
"tt0020768","movie","City Girl","1930","90","Drama,Romance",7.7,3762
"tt0020793","movie","Escape from Dartmoor","1930","88","Crime,Drama",7.6,1243
"tt0020815","movie","The Dawn Patrol","1930","108","Action,Drama,War",7.1,2046
"tt0020827","movie","The Divorcee","1930","84","Drama,Romance",6.7,3675
"tt0020836","movie","The Doorway to Hell","1930","78","Crime,Drama",6.5,1334
"tt0020876","movie","Feet First","1930","93","Adventure,Comedy,Family",6.7,1204
"tt0020891","movie","The Florodora Girl","1930","79","Drama,Musical,Mystery",6,1388
"tt0020902","movie","Free and Easy","1930","92","Comedy,Musical",5.5,1031
"tt0020960","movie","Hell's Angels","1930","127","Drama,War",7.3,6006
"tt0021015","movie","Juno and the Paycock","1929","85","Comedy,Drama",4.6,2548
"tt0021025","movie","King of Jazz","1930","99","Comedy,Musical",6.7,1638
"tt0021040","movie","Ladies of Leisure","1930","99","Drama,Romance",6.7,1408
"tt0021079","movie","Little Caesar","1931","79","Action,Crime,Drama",7.2,14632
"tt0021106","movie","Madam Satan","1930","116","Comedy,Drama,Musical",6.3,1258
"tt0021128","movie","Mary","1931","78","Mystery,Thriller",5.7,1005
"tt0021148","movie","Min and Bill","1930","69","Comedy,Drama",6.7,1906
"tt0021153","movie","Monte Carlo","1930","90","Comedy,Musical,Romance",6.7,1442
"tt0021156","movie","Morocco","1930","92","Drama,Romance",7,7537
"tt0021165","movie","Murder!","1930","92","Crime,Mystery,Thriller",6.3,7019
"tt0021189","movie","Not So Dumb","1930","76","Comedy,Romance",5.8,1154
"tt0021281","movie","Raffles","1930","72","Adventure,Crime,Drama",6.4,1128
"tt0021309","movie","The Story of the Fox","1937","63","Adventure,Animation,Comedy",7.6,1563
"tt0021310","movie","Romance","1930","76","Drama,Romance",5.7,1037
"tt0021331","movie","The Blood of a Poet","1932","55","Fantasy",7.3,7420
"tt0021375","movie","Enthusiasm","1930","67","Documentary",6.8,1059
"tt0021409","movie","Under the Roofs of Paris","1930","96","Comedy,Drama,Musical",7.1,2500
"tt0021505","movie","The Unholy Three","1930","72","Crime,Drama,Romance",6.7,1422
"tt0021508","movie","Up the River","1930","92","Comedy,Crime,Drama",5.9,1383
"tt0021542","movie","Westfront 1918","1930","75","Drama,Romance,War",7.3,2447
"tt0021549","movie","Whoopee!","1930","93","Comedy,Musical,Romance",6.4,1208
"tt0021571","movie","Earth","1930","75","Drama",7.2,6449
"tt0021577","movie","L'Age d'Or","1930","63","Comedy,Drama",7.2,14874
"tt0021622","movie","Arrowsmith","1931","108","Drama",6.2,2012
"tt0021633","movie","The Bachelor Father","1931","90","Comedy,Drama,Romance",6.4,1239
"tt0021635","movie","Bad Girl","1931","90","Drama,Romance",6.4,1620
"tt0021636","movie","Bad Sister","1931","68","Drama",6.1,1513
"tt0021668","movie","The Black Camel","1931","71","Crime,Mystery,Thriller",6.7,1669
"tt0021673","movie","Blonde Crazy","1931","79","Comedy,Crime,Drama",7.1,2341
"tt0021730","movie","The Champ","1931","86","Drama,Family,Sport",7.2,3649
"tt0021739","movie","La Chienne","1931","95","Crime,Drama,Romance",7.5,4880
"tt0021746","movie","Cimarron","1931","123","Drama,Western",5.8,6991
"tt0021749","movie","City Lights","1931","87","Comedy,Drama,Romance",8.5,197058
"tt0021750","movie","City Streets","1931","83","Crime,Drama,Film-Noir",7,1893
"tt0021770","movie","The Criminal Code","1930","97","Crime,Drama,Romance",6.9,1403
"tt0021778","movie","Dance, Fools, Dance","1931","80","Crime,Drama,Romance",6.3,1279
"tt0021800","movie","Dishonored","1931","91","Drama,Romance,War",7.2,3219
"tt0021814","movie","Dracula","1931","75","Drama,Fantasy,Horror",7.4,58989
"tt0021815","movie","Drácula","1931","104","Drama,Fantasy,Horror",7,5125
"tt0021818","movie","The Threepenny Opera","1931","104","Comedy,Crime,Drama",7.2,2554
"tt0021873","movie","Five Star Final","1931","89","Crime,Drama",7.3,2552
"tt0021874","movie","Five and Ten","1931","89","Drama,Romance",6.4,1446
"tt0021884","movie","Frankenstein","1931","70","Drama,Horror,Sci-Fi",7.8,80177
"tt0021885","movie","A Free Soul","1931","93","Crime,Drama,Romance",6.6,2945
"tt0021890","movie","The Front Page","1931","101","Comedy,Crime,Drama",6.7,3495
"tt0021985","movie","Hyppolit, the Butler","1931","72","Comedy",7.7,1763
"tt0021992","movie","Illicit","1931","79","Drama,Romance",6.1,1170
"tt0022000","movie","Indiscreet","1931","92","Comedy,Musical,Romance",6.2,1555
"tt0022017","movie","Comradeship","1931","93","Drama",7.5,1767
"tt0022054","movie","The Last Flight","1931","76","Drama",6.9,1397
"tt0022074","movie","The Smiling Lieutenant","1931","93","Comedy,Musical,Romance",7.1,4141
"tt0022080","movie","Limit","1931","114","Drama,Romance",7,2912
"tt0022100","movie","M","1931","99","Crime,Mystery,Thriller",8.3,169422
"tt0022111","movie","The Maltese Falcon","1931","80","Crime,Drama,Film-Noir",6.8,3361
"tt0022119","movie","Man of the World","1931","74","Drama,Romance",6.1,1092
"tt0022125","movie","Marius","1931","130","Comedy,Drama,Romance",7.8,2593
"tt0022150","movie","Le Million","1931","91","Comedy,Musical",7.3,3855
"tt0022153","movie","The Miracle Woman","1931","90","Drama,Romance",7.2,2275
"tt0022158","movie","Monkey Business","1931","77","Comedy,Family,Musical",7.4,14320
"tt0022183","movie","Mädchen in Uniform","1931","87","Drama,Romance",7.6,3801
"tt0022208","movie","Night Nurse","1931","72","Comedy,Crime,Drama",7,4522
