"tconst","titleType","primaryTitle","startYear","runtimeMinutes","genres","averageRating","numVotes"
"tt10919074","movie","Howling Village","2019","108","Horror,Mystery,Thriller",5,1387
"tt10919132","movie","Love Mocktail","2020","153","Drama,Romance",8.2,4475
"tt10919240","movie","Malik","2021","162","Action,Biography,Crime",8,14047
"tt10919304","movie","Hurdang","2022","122","Drama,Romance",5.3,1097
"tt10919380","movie","Freaky","2020","102","Comedy,Horror,Thriller",6.3,73269
"tt1091992","movie","A French Gigolo","2008","104","Drama,Romance",6,1171
"tt1092002","movie","Kiss of Life","2007","103","Comedy,Romance",5.3,1155
"tt1092005","movie","Golmaal Returns","2008","135","Comedy,Crime,Mystery",5.2,9125
"tt1092007","movie","Heavy Metal in Baghdad","2007","84","Documentary,Music,War",7.6,1166
"tt1092011","movie","Sacred Demijohn","2007","105","Comedy,Fantasy,Horror",5.1,10124
"tt1092016","movie","My Name Ain't Johnny","2008","124","Biography,Crime,Drama",7.2,7909
"tt1092019","movie","Nothing to Lose","2008","88","Crime,Thriller",7.1,3455
"tt10920190","movie","Righteous Villains","2020","75","Crime,Thriller",3.4,3435
"tt1092021","movie","The Investigator","2008","107","Comedy,Crime,Drama",7.4,2756
"tt1092026","movie","Paul","2011","104","Adventure,Comedy,Sci-Fi",6.9,267058
"tt10920376","movie","Go Fish","2019","75","Adventure,Animation",3.6,1342
"tt1092082","movie","Passchendaele","2008","114","Drama,History,Romance",6.4,8843
"tt10925852","movie","A Mouthful of Air","2021","105","Drama",6.1,2877
"tt1092633","movie","The Goods: Live Hard, Sell Hard","2009","89","Comedy",5.7,22628
"tt1092634","movie","Shanghai","2010","105","Crime,Drama,Mystery",6.3,10383
"tt10927554","movie","Klovn the Final","2020","94","Comedy",6.6,2532
"tt10928086","movie","Knocking","2021","78","Horror,Mystery,Thriller",5.7,1724
"tt10928202","movie","Hawa","2022","131","Drama,Mystery",7.7,6498
"tt10930586","movie","Shikara","2020","118","Drama,History,Romance",3.4,15481
"tt10931784","movie","Nanny","2022","99","Drama,Horror",5.3,8123
"tt10932100","movie","Imperfect","2019","113","Comedy,Drama,Romance",7.7,1376
"tt1093352","movie","Comme les autres","2008","93","Comedy,Drama,Romance",6.5,1424
"tt1093357","movie","The Darkest Hour","2011","89","Action,Adventure,Horror",4.9,64083
"tt10933680","movie","Debt Collectors","2020","97","Action,Comedy",5.8,5469
"tt1093369","movie","Hush","2008","91","Horror,Thriller",6,7248
"tt1093370","movie","Jab We Met","2007","138","Comedy,Drama,Romance",7.9,59287
"tt1093382","movie","Non pensarci","2007","105","Comedy,Drama",6.8,1231
"tt10934196","movie","South Wind 2: Speed Up","2021","127","Crime,Drama,Thriller",6.3,4013
"tt10935560","movie","Dark Glasses","2022","86","Horror,Mystery,Thriller",5.1,4384
"tt10935956","movie","Kira & El Gin","2022","175","Action,Drama,History",7.9,4556
"tt10937434","movie","Ultras","2020","108","Drama",6.2,5465
"tt10937670","movie","Figli","2020","97","Comedy,Drama",6.2,1957
"tt1093824","movie","Encounters at the End of the World","2007","99","Documentary",7.7,19322
"tt1093842","movie","My Winnipeg","2007","80","Comedy,Documentary,Drama",7.5,5662
"tt1093906","movie","The Rig","2010","94","Action,Adventure,Horror",3.2,2207
"tt1093908","movie","Confessions of a Shopaholic","2009","104","Comedy,Romance",5.8,83434
"tt10940334","movie","Prati Roju Pandaage","2019","146","Drama,Family",6.3,1331
"tt10941528","movie","Under the Riccione Sun","2020","101","Comedy,Drama,Romance",5.6,3209
"tt1094241","movie","Bride Flight","2008","130","Drama,Romance",7,2821
"tt1094275","movie","Under the Bombs","2007","98","Drama,Romance,War",7,1774
"tt1094278","movie","Tricks","2007","95","Comedy,Drama",7,2166
"tt1094295","movie","The Disappeared","2008","96","Drama,Horror,Thriller",5.8,2105
"tt10944486","movie","Chick Fight","2020","97","Action,Comedy,Drama",4.8,4504
"tt10944596","movie","Here Today","2021","117","Comedy,Drama,Music",6.7,5979
"tt10944760","movie","Titane","2021","108","Drama,Horror,Sci-Fi",6.5,57265
"tt10945274","movie","Vicky and Her Mystery","2021","84","Adventure,Drama,Family",6.3,2714
"tt10945288","movie","The Wolf and the Lion","2021","99","Adventure,Drama,Family",6.2,3815
"tt1094594","movie","Sigur Rós: Heima","2007","97","Documentary,Music",8.4,8338
"tt1094627","movie","Buddha Collapsed Out of Shame","2007","81","Drama,War",7.3,2368
"tt1094666","movie","The Hammer","2010","108","Biography,Drama,Sport",6.9,1882
"tt1094668","movie","Every Jack Has a Jill","2009","80","Comedy,Romance",6,1586
"tt10946934","movie","Como Caído Del Cielo","2019","112","Comedy,Drama,Musical",6.5,1593
"tt10948718","movie","The Heist of the Century","2020","114","Action,Biography,Comedy",7.1,10514
"tt10948820","movie","The Predators","2020","109","Comedy,Drama",6.2,1287
"tt10949028","movie","As They Made Us","2022","100","Drama",5.8,1715
"tt10949778","movie","100 Days to Live","2019","90","Crime,Thriller",5.2,4387
"tt10950320","movie","Rumble Through the Dark","2023","116","Action,Drama,Thriller",5.7,7665
"tt1095174","movie","New in Town","2009","97","Comedy,Romance",5.7,25020
"tt1095217","movie","Bad Lieutenant: Port of Call New Orleans","2009","122","Crime,Drama,Mystery",6.6,81191
"tt10952782","movie","Malasaña 32","2020","104","Horror,Mystery",5.6,5847
"tt1095421","movie","Ramchand Pakistani","2008","103","Drama",7.5,1281
"tt1095423","movie","Journey to Saturn","2008","90","Action,Adventure,Animation",5.7,3159
"tt1095427","movie","Skin","2008","85","Drama,History",6.8,1086
"tt1095442","movie","Goodbye Solo","2008","91","Drama",7.3,6158
"tt10954600","movie","Ant-Man and the Wasp: Quantumania","2023","124","Action,Adventure,Comedy",6.1,231636
"tt10954652","movie","Old","2021","108","Drama,Horror,Mystery",5.8,163127
"tt10954984","movie","Nope","2022","130","Horror,Mystery,Sci-Fi",6.8,272241
"tt10955148","movie","Rising Free","2019","102","Drama,History",4.6,3030
"tt10955578","movie","Action","2019","158","Action,Adventure,Thriller",4.6,1272
"tt10957044","movie","Deadlock","2021","97","Action,Thriller",3.6,2223
"tt10958102","movie","Our Scripted Life","2020","88","Comedy",4.3,1569
"tt10958282","movie","Street Flow","2019","96","Crime,Drama",6.4,1960
"tt10960102","movie","On Our Watch","2021","108","Comedy,Drama,Sci-Fi",6.4,1380
"tt10962368","movie","Things Heard & Seen","2021","121","Drama,Horror,Mystery",5.3,36460
"tt10963926","movie","Two Witches","2021","98","Horror",5.1,4231
"tt10964430","movie","Thappad","2020","142","Drama",7,26850
"tt10964468","movie","Shakuntala Devi","2020","127","Biography,Drama",6.1,9754
"tt10964530","movie","The Furnace","2020","116","Adventure,Drama,History",6.4,4230
"tt10969656","movie","Dirty Sexy Saint","2019","104","Drama,Romance",5.6,1727
"tt1096997","movie","The Pagan Queen","2009","99","Fantasy,History,Romance",4.5,2211
"tt1097000","movie","The Falling","2006","114","Action,Drama",3,2243
"tt1097013","movie","Next Day Air","2009","84","Action,Comedy,Crime",5.7,11161
"tt1097014","movie","Paragraf 78 - Film vtoroy","2007","90","Action,Sci-Fi,Thriller",4.9,1090
"tt1097239","movie","Joy Division","2007","93","Documentary,Music",7.7,3901
"tt1097256","movie","Please Vote for Me","2007","58","Documentary",7.9,1454
"tt10973118","movie","Netrikann","2021","146","Crime,Drama,Mystery",5.9,3646
"tt10975520","movie","Twilight's Kiss","2019","92","Drama",7.1,1586
"tt10975604","movie","The Boy Who Killed My Parents","2021","87","Crime,Drama,Thriller",6,3250
"tt10975992","movie","Mistletoe & Menorahs","2019","85","Comedy,Drama,Romance",6.5,1039
"tt10976066","movie","Sufiyum Sujatayum","2020","122","Drama,Musical,Romance",5.5,1517
"tt1097643","movie","Fifty Dead Men Walking","2008","117","Crime,Drama,Thriller",6.8,11629
"tt10978398","movie","Sky High","2020","121","Thriller",5.6,4788
"tt10981012","movie","Veerame Vaagai Soodum","2022","166","Action,Thriller",6.3,2820
"tt10981202","movie","Her Blue Sky","2019","106","Animation,Drama,Family",6.8,1579
"tt10981304","movie","Sreekaram","2021","122","Drama",7.3,3400
"tt1098226","movie","Adrift in Tokyo","2007","101","Comedy",7.2,3109
"tt1098327","movie","Dragonball Evolution","2009","85","Action,Adventure,Fantasy",2.5,79664
"tt1098356","movie","Nature's Grave","2008","88","Drama,Horror,Thriller",5.1,6306
"tt10984580","movie","Utama","2022","87","Drama",7.2,2112
"tt10986222","movie","C'mon C'mon","2021","109","Drama",7.4,39238
"tt10991188","movie","World Famous Lover","2020","154","Comedy,Drama,Romance",5,3802
"tt1099196","movie","Dil Dosti Etc","2007","112","Comedy,Crime,Drama",6.9,2949
"tt1099212","movie","Twilight","2008","122","Drama,Fantasy,Romance",5.3,489886
"tt1099227","movie","If I Were You 2","2009","96","Comedy,Fantasy",5.6,3224
"tt10993566","movie","Miami Bici","2020","98","Comedy,Crime",6.1,11017
"tt10994688","movie","The Binge","2020","98","Comedy",5.3,4572
"tt10994712","movie","Sri Asih","2022","135","Action,Adventure,Drama",6.3,1519
"tt10996896","movie","Gundu","2019","141","Drama",7.2,1048
"tt10999120","movie","Spirited","2022","127","Comedy,Family,Musical",6.6,50587
"tt1100048","movie","35 Shots of Rum","2008","100","Drama",7.1,5301
"tt1100051","movie","Bereavement","2010","103","Crime,Horror,Thriller",5,8092
"tt1100053","movie","Tormented","2009","91","Comedy,Horror,Mystery",5.1,6557
"tt1100089","movie","Foxcatcher","2014","134","Biography,Drama,History",7,149788
"tt1100119","movie","Shorts","2009","89","Adventure,Comedy,Family",4.7,8033
"tt11003218","movie","Pig","2021","92","Drama,Mystery",6.9,90679
"tt11003228","movie","Breeder","2020","107","Horror,Thriller",5,1687
"tt11005128","movie","Into the Deep","2022","90","Crime,Drama,Horror",4.6,1759
"tt11007444","movie","Tove","2020","103","Biography,Drama",6.8,3840
"tt11009596","movie","The Land of the Sons","2021","120","Drama,Sci-Fi",6.3,1025
"tt11009666","movie","Miss Marx","2020","107","Biography,Drama,History",5.8,1115
"tt11010144","movie","Seriously Single","2020","107","Comedy,Romance",4.5,1362
"tt1101026","movie","Admiral","2008","124","Biography,Drama,History",6.7,8637
"tt11010888","movie","Student Body","2022","89","Horror,Thriller",4.4,2543
"tt11012066","movie","Home Sweet Home Alone","2021","93","Comedy,Crime,Family",3.6,20480
"tt11012320","movie","The Hole","2021","93","Drama",6.6,1884
"tt11013434","movie","My Donkey, My Lover & I","2020","96","Adventure,Comedy,Romance",6.5,3809
"tt11013572","movie","A Good Doctor","2019","90","Comedy",6.5,2320
"tt11013610","movie","KKN di Desa Penari","2022","130","Horror,Mystery,Thriller",5.9,2450
"tt11014390","movie","For the Sake of Vicious","2020","80","Action,Horror,Mystery",5.3,1296
"tt11015214","movie","Class Action Park","2020","90","Crime,Documentary",7,8077
"tt1101665","movie","Shaurya","2008","149","Crime,Drama,Thriller",7.3,5216
"tt1101675","movie","Lake Tahoe","2008","89","Drama",6.6,1764
"tt11018264","movie","Blaze","2022","101","Crime,Drama,Fantasy",5.9,1064
"tt11020728","movie","Long Weekend","2021","91","Comedy,Romance",6.2,2060
"tt11023732","movie","Virata Parvam","2022","151","Action,Drama,Romance",6.7,3437
"tt11023754","movie","Home Minister","2022","124","Action,Drama",7.5,1115
"tt11023922","movie","Spirits in the Forest","2019","83","Documentary,Music",7.5,1357
"tt11024272","movie","The Babysitter: Killer Queen","2020","101","Comedy,Horror",5.8,51546
"tt11024580","movie","Rang De","2021","130","Comedy,Drama,Romance",6.3,2501
"tt11026788","movie","Ye Mard Bechara","2021","134","Comedy",7.9,1090
"tt11027104","movie","Texas 2","2019","99","Comedy",4.1,1072
"tt11027288","movie","Beneath Us All","2023","91","Drama,Fantasy,Horror",5.2,4183
"tt11027830","movie","Haseen Dillruba","2021","135","Crime,Drama,Mystery",6.9,30396
"tt11027850","movie","Hacked","2020","118","Thriller",4.3,1751
"tt11028768","movie","The People Upstairs","2020","82","Comedy",6.6,3267
"tt1103153","movie","Killers","2010","100","Action,Comedy,Romance",5.4,96386
"tt1103192","movie","The Blind Sunflowers","2008","98","Drama,History",6.4,2280
"tt11032374","movie","Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","2020","117","Action,Adventure,Animation",8.2,74093
"tt1103256","movie","Red Sands","2009","89","Action,Horror,Thriller",4.2,3660
"tt1103273","movie","Peep World","2010","79","Comedy,Drama",5.5,3857
"tt1103275","movie","Two Lovers","2008","110","Drama,Romance",7,43738
"tt11032810","movie","Final Set","2020","105","Drama,Sport",6.5,1434
"tt11032990","movie","Malibu Rescue: The Next Wave","2020","68","Action,Comedy,Family",4.9,1020
"tt11033952","movie","Square One: Michael Jackson","2019","83","Documentary",7.4,2025
"tt11034276","movie","Heavens Above","2021","120","Comedy,Drama,Fantasy",6,1203
"tt11034894","movie","Kaiserschmarrndrama","2021","96","Comedy,Crime",6.9,1507
"tt1103963","movie","24 City","2008","112","Documentary,Drama",7.1,2358
"tt1103982","movie","The Girlfriend Experience","2009","77","Drama",5.5,17249
"tt1104001","movie","Tron: Legacy","2010","125","Action,Adventure,Sci-Fi",6.8,357223
"tt1104006","movie","Walled In","2009","91","Horror,Thriller",4.7,6301
"tt1104069","movie","Fellow Traveler","1975","111","Drama,Romance",6.6,1139
"tt11040762","movie","Alice","2022","100","Crime,Drama,Thriller",5.6,3322
"tt1104083","movie","Little Ashes","2008","112","Biography,Drama,History",6.4,9647
"tt11040844","movie","The Machine","2023","112","Action,Comedy",5.8,15800
"tt1104126","movie","Shifty","2008","85","Crime,Drama,Thriller",6.5,3120
"tt11041466","movie","Oka Chinna Viramam","2020","95","Thriller",6.2,1835
"tt11044122","movie","Never Surrender: A Galaxy Quest Documentary","2019","95","Documentary",7.6,2110
"tt11044858","movie","Nocturne","2020","90","Drama,Horror,Music",5.7,12442
"tt11045422","movie","Toofaan","2021","163","Action,Drama,Sport",6.1,52073
"tt11046300","movie","Ujda Chaman","2019","120","Comedy",6.9,5652
"tt1104733","movie","Hamlet 2","2008","92","Comedy,Music",6.3,17383
"tt1104806","movie","One Week","2008","94","Adventure,Drama",7,12065
"tt1104814","movie","Coffin Rock","2009","92","Drama,Thriller",5.3,1642
"tt11051974","movie","Your Eyes Tell","2020","123","Drama,Romance",7.3,1817
"tt1105263","movie","Bleach: Memories of Nobody","2006","87","Action,Adventure,Animation",7.1,4897
"tt11052678","movie","The Silent Twins","2022","113","Biography,Drama",5.8,2359
"tt11052808","movie","Kim Ji-young: Born 1982","2019","118","Drama",7.3,4312
"tt11053476","movie","Sound of Violence","2021","94","Crime,Horror,Thriller",4.7,1237
"tt1105355","movie","Growing Up Smith","2015","102","Comedy,Drama,Family",6.7,1433
"tt11054164","movie","Yummy","2019","88","Comedy,Horror",5.9,6216
"tt1105512","movie","The Missing Person","2009","95","Drama,Mystery,Thriller",6,1721
"tt11055922","movie","Fat Fiction","2020","102","Documentary",7.7,3429
"tt11056594","movie","Rev","2020","91","Action,Drama,Thriller",5,1765
"tt11056910","movie","The Stylist","2020","105","Drama,Horror",5.7,2682
"tt1105709","movie","8 x 10 Tasveer","2009","122","Action,Crime,Drama",5.4,5989
"tt1105721","movie","Chirutha","2007","117","Action",5.3,2438
"tt1105730","movie","Growing Op","2008","100","Comedy,Drama",6.1,1612
"tt11057302","movie","Madame Web","2024","116","Action,Adventure,Sci-Fi",3.9,72179
"tt1105732","movie","Loss","2008","96","Drama",6.8,1039
"tt1105733","movie","Kismat Konnection","2008","153","Comedy,Drama,Romance",5.3,6118
"tt1105734","movie","Cold Lunch","2008","90","Drama",5.2,1039
"tt1105742","movie","Swamp Devil","2008","90","Action,Horror,Sci-Fi",4,1066
"tt1105747","movie","Yuvvraaj","2008","151","Comedy,Drama,Musical",4.1,4730
"tt11057594","movie","Fatal Affair","2020","89","Crime,Horror,Mystery",4.6,6820
"tt11057644","movie","The Christmas Chronicles: Part Two","2020","112","Adventure,Comedy,Family",6,35803
"tt11058930","movie","Kandisha","2020","85","Horror",5.4,1496
"tt11060730","movie","Maniyarayile Ashokan","2020","110","Comedy,Romance",4.7,1383
"tt1106447","movie","Mulligans","2008","92","Drama,Romance",6.2,3431
"tt11068094","movie","White Bird","2023","120","Adventure,Biography,Drama",7.2,1193
"tt11068166","movie","All Hands on Deck","2020","95","Comedy,Drama",7,2595
"tt1106860","movie","Ca$h","2010","108","Crime,Thriller",5.9,10119
"tt11069220","movie","Shrapnel","2023","89","Action,Thriller",4.9,1208
"tt1107308","movie","Aur Pappu Pass Ho Gaya","2007","142","Comedy",4.4,1739
"tt11073148","movie","Boomika","2021","123","Horror",5,2721
"tt1107319","movie","Dirty Girl","2010","90","Comedy,Drama",6.4,11402
"tt1107365","movie","Open Season 2","2008","76","Adventure,Animation,Comedy",5.5,26648
"tt11075264","movie","Thallumaala","2022","148","Action,Comedy,Drama",7,6064
"tt1107807","movie","The Detective","2007","109","Drama,Thriller",6.6,1315
"tt1107812","movie","Dirty Movie","2011","91","Comedy",3.1,3561
"tt1107816","movie","Giallo","2009","92","Crime,Horror,Mystery",4.4,6090
"tt1107850","movie","Unrelated","2007","100","Drama",6.7,2986
"tt1107860","movie","The Maiden Heist","2009","90","Comedy,Crime",6,17651
"tt11080108","movie","The Map of Tiny Perfect Things","2021","98","Comedy,Fantasy,Romance",6.8,28356
"tt11080676","movie","Next Door","2021","92","Comedy,Drama",6.8,3974
"tt11081050","movie","Enforcement","2020","108","Action,Crime,Drama",6.5,6992
"tt11081744","movie","The Common Story","2019","91","Comedy,Drama",7.4,1286
"tt11083552","movie","Wrath of Man","2021","119","Action,Crime,Thriller",7.1,210635
"tt11084432","movie","My Heart Can't Beat Unless You Tell It To","2020","90","Drama,Horror",6,3212
"tt11084896","movie","Spirit Untamed","2021","88","Adventure,Animation,Comedy",5.5,4787
"tt11086194","movie","Thankam","2023","145","Crime,Drama",7.1,3753
"tt11087960","movie","Playground","2021","72","Drama",7.3,4379
"tt1109477","movie","The Human Contract","2008","103","Drama",5,2406
"tt1109574","movie","Between Us","2012","90","Drama",4.7,1168
"tt11095742","movie","Boys State","2020","109","Documentary",7.6,5782
"tt1109624","movie","Paddington","2014","95","Adventure,Comedy,Family",7.3,134892
"tt11097384","movie","Spaceman","2024","107","Adventure,Drama,Sci-Fi",5.7,35355
"tt11100856","movie","Love, Guaranteed","2020","90","Comedy,Romance",5.6,19173
"tt11101698","movie","Dancing with the Birds","2019","52","Documentary",8.2,2786
"tt1110207","movie","Under the Salt","2008","112","Horror,Mystery,Thriller",6.7,1190
"tt1110209","movie","Take the Trash","2008","85","Comedy",5.8,4329
"tt11102262","movie","Cadaver","2022","123","Crime,Drama,Mystery",6.6,3672
"tt11102314","movie","Tribhanga","2021","95","Drama,Family",6.2,3215
"tt1110272","movie","The King of Ping Pong","2008","107","Drama",6.3,1241
"tt11105376","movie","The Nest","2021","100","Drama,Horror,Mystery",3.3,1062
"tt11107074","movie","My Hero Academia: Heroes Rising","2019","104","Action,Adventure,Animation",7.8,9948
"tt11111286","movie","Reboot Camp","2020","97","Comedy",4.5,1879
"tt11112338","movie","Halal Love Story","2020","110","Comedy",6.1,1692
"tt11112526","movie","Indoo Ki Jawani","2020","119","Comedy,Drama",3.3,6663
"tt11112784","movie","Perfect Strangers","2022","99","Comedy,Drama,Romance",5.8,5410
"tt11112808","movie","Cirkus","2022","139","Comedy,Drama",4.4,23522
"tt1111313","movie","The Elephant in the Living Room","2010","96","Documentary",7.3,1117
"tt1111358","movie","Kolah Ghermezi and Sarvenaz","2002","95","Adventure,Family,Romance",6.5,2582
"tt1111422","movie","The Taking of Pelham 123","2009","106","Action,Crime,Thriller",6.4,208837
"tt11116374","movie","Don't Kill Me","2021","90","Fantasy,Horror,Romance",4.3,2392
"tt11116642","movie","Press Play","2022","85","Drama,Music,Romance",6.1,1708
"tt11116912","movie","Troll","2022","101","Action,Adventure,Drama",5.8,49631
"tt1111833","movie","Super High Me","2007","89","Comedy,Documentary",6,13147
"tt1111876","movie","Balibo","2009","111","Biography,Drama,History",7,2932
"tt1111890","movie","Diary of a Nymphomaniac","2008","101","Drama,Romance",5.6,11677
"tt1111914","movie","Kadha Parayumbol...","2007","130","Comedy,Drama",7.7,1586
"tt1111918","movie","The Line","2009","95","Action,Crime,Drama",5.1,3900
"tt1111948","movie","Soul Men","2008","100","Comedy,Drama,Music",6.4,11772
"tt1112115","movie","King Corn","2007","88","Documentary",7,2094
"tt11121664","movie","Blue Bayou","2021","117","Drama",7.1,10676
"tt11122910","movie","Durgo Rahasya","2023","120","Drama,Mystery,Thriller",5.4,1947
"tt11123012","movie","The Secret of Sinchanee","2021","115","Horror",5.1,4927
"tt11123132","movie","Amercement","2020","101","Drama",6.8,1201
"tt11125620","movie","The Addams Family 2","2021","93","Adventure,Animation,Comedy",5.4,15700
"tt11127256","movie","Choke","2020","73","Horror,Thriller",2.8,4566
"tt11127404","movie","Kaduva","2022","155","Action,Drama,Thriller",6.1,3549
"tt11127512","movie","Heartbeat","2020","73","Thriller",3.4,1357
"tt11127680","movie","Boiling Point","2021","92","Drama,Thriller",7.5,43241
"tt11127690","movie","The Paramedic","2020","94","Crime,Drama,Thriller",5.7,14790
"tt1112782","movie","The Code","2009","104","Action,Crime,Thriller",6,35991
"tt11128440","movie","Clerks III","2022","100","Comedy,Drama",6.2,18914
"tt11131032","movie","League of Legends Origins","2019","77","Documentary",6.5,1075
"tt11131464","movie","The Novice","2021","97","Drama,Sport",6.5,7053
"tt11134856","movie","Chhappad Phaad Ke","2019","90","Drama",6.2,1498
"tt11136276","movie","Azor","2021","100","Drama,Thriller",6.5,3009
"tt11137248","movie","Vaxxed II: The People's Truth","2019","90","Documentary",4.9,1588
"tt1113810","movie","M like Mother","2006","113","Drama",7.5,5726
"tt1113829","movie","George Harrison: Living in the Material World","2011","208","Biography,Documentary,Music",8.1,12673
"tt11138512","movie","The Northman","2022","137","Action,Adventure,Drama",7,256946
"tt11138912","movie","Vickida No Varghodo","2022","156","Comedy,Drama",8.1,3636
"tt11140488","movie","The Wolf of Snow Hollow","2020","85","Comedy,Horror,Mystery",6.2,24457
"tt1114271","movie","Thursday","2006","89","Action,Adventure,Crime",8.2,3667
"tt11142762","movie","Pagglait","2021","114","Comedy,Drama",6.9,10331
"tt1114277","movie","Up the Yangtze","2007","93","Documentary",7.5,1950
"tt11143108","movie","Oh My Kadavule","2020","151","Comedy,Fantasy,Romance",8.1,4913
"tt11143400","movie","Dikkiloona","2021","144","Comedy,Romance,Sci-Fi",6.2,2180
"tt11143480","movie","Kasada Thapara","2021","137","Drama",7.3,1354
"tt11143634","movie","All of Us","2019","112","Drama",6.4,1619
"tt11145118","movie","Creed III","2023","116","Action,Drama,Sport",6.7,94401
"tt1114677","movie","Hannah Montana: The Movie","2009","102","Comedy,Drama,Family",4.7,45958
"tt1114680","movie","That Evening Sun","2009","109","Drama",7,2938
"tt1114690","movie","Rooster's Breakfast","2007","124","Drama,Romance",7.5,1828
"tt1114712","movie","White Night Wedding","2008","96","Comedy,Drama",6.6,1449
"tt1114723","movie","The Man Who Loved Yngve","2008","90","Comedy,Drama,Music",7.1,5049
"tt1114725","movie","Heroes","2008","139","Action,Adventure,Comedy",5.7,2363
"tt1114740","movie","Paul Blart: Mall Cop","2009","91","Action,Comedy,Crime",5.3,117938
"tt11151336","movie","Broadcast Signal Intrusion","2021","104","Crime,Drama,Horror",5.4,3237
"tt11151916","movie","Avarice","2022","88","Action,Thriller",5,3283
"tt11151982","movie","Goblin Slayer: Goblin's Crown","2020","85","Action,Adventure,Animation",6.6,2079
"tt11152168","movie","IF","2024","104","Animation,Comedy,Drama",6.6,19551
"tt11154906","movie","Out of My League","2020","91","Comedy,Drama,Romance",6.1,3238
"tt11155912","movie","The Ravine","2021","121","Mystery,Thriller",4.5,1983
"tt11157934","movie","Modi Ji Ki Beti","2022","104","Comedy,Drama",6.6,4153
"tt11160650","movie","On the Count of Three","2021","86","Comedy,Crime,Drama",7,8909
"tt11161374","movie","Beyond the Law","2019","89","Action,Crime,Thriller",3.7,3197
"tt11161474","movie","Pieces of a Woman","2020","126","Drama",7,56583
"tt1116182","movie","Affinity","2008","120","Drama,Romance",6.2,2253
"tt1116184","movie","Jackass 3D","2010","94","Action,Comedy,Documentary",7,68926
"tt11162490","movie","The Legend of Molly Johnson","2021","109","Drama,History,Thriller",6.4,1858
"tt11163028","movie","House Arrest","2019","104","Comedy",5.5,1826
"tt11165716","movie","North Hollywood","2021","93","Comedy,Drama,Sport",5.9,2897
"tt11166002","movie","Stanley Stanton","2019","62","Drama",4.1,3167
"tt11167818","movie","Türkler Geliyor: Adaletin Kilici","2020","125","Action,Drama,History",4.4,1251
"tt11169050","movie","Supernova","2020","95","Drama,Romance",6.9,14614
"tt11173106","movie","Sufna","2020","144","Romance",8,2257
"tt11173160","movie","Qismat 2","2021","155","Drama,Romance",6.7,1758
"tt11173544","movie","JFK Revisited: Through the Looking Glass","2021","118","Documentary,History",7.5,4285
"tt1117385","movie","Felon","2008","104","Crime,Thriller",7.4,83821
"tt1117386","movie","A Fork in the Road","2010","105","Comedy,Crime",5.9,1280
"tt1117394","movie","Transcendent Man","2009","83","Documentary",7.1,1895
"tt11176322","movie","Paydirt","2020","81","Crime,Thriller",3.9,3952
"tt1117636","movie","Strigoi","2009","105","Comedy,Drama,Fantasy",5.4,1266
"tt11177804","movie","Jiang Ziya","2020","110","Action,Adventure,Animation",6.5,2258
"tt1118045","movie","Here and There","2009","85","Comedy,Drama",6.3,1083
"tt11182984","movie","Kaaval","2021","147","Action,Drama,Thriller",5.2,1621
"tt11182994","movie","Zillion","2022","138","Biography,Crime,Drama",7.3,3287
"tt1118687","movie","Plague Town","2008","88","Horror,Thriller",4.5,1856
"tt11187484","movie","The Thief of Baghdad","2020","102","Action,Adventure,Comedy",4.7,1098
"tt11188010","movie","Nobody Has to Know","2021","99","Drama,Romance",6.6,1028
"tt11188154","movie","WeWork: or The Making and Breaking of a $47 Billion Unicorn","2021","104","Documentary",6.6,3787
"tt11188560","movie","A Taste of Hunger","2021","104","Drama,Romance",6.3,1937
"tt11188624","movie","Seance","2021","92","Horror,Mystery,Thriller",5.2,4388
"tt11188850","movie","Biking Borders","2021","90","Documentary",7.7,1188
"tt11189056","movie","George Reddy","2019","153","Action,Biography",6.9,1521
"tt11190652","movie","The Rose Maker","2020","95","Comedy,Drama",6.4,1186
"tt1119123","movie","Accidents Happen","2009","92","Comedy,Drama",6,2805
"tt11191344","movie","Red","2021","146","Action,Crime,Drama",6.4,2693
"tt11191356","movie","Dear Future Children","2021","89","Biography,Documentary",7.4,3931
"tt1119178","movie","80 Minutes","2008","92","Action,Crime,Thriller",4.1,1117
"tt1119191","movie","The Killing Room","2009","93","Mystery,Thriller",5.6,14962
"tt1119194","movie","The Perfect World of Kai","2007","101","Animation,Drama,Family",7.1,1757
"tt1119199","movie","A Man Who Was Superman","2008","102","Comedy,Drama",7.3,2239
"tt11193002","movie","The Stranger by the Beach","2020","59","Animation,Drama,Romance",7.1,2734
"tt11196036","movie","The Card Counter","2021","111","Crime,Drama,Thriller",6.2,43341
"tt1119646","movie","The Hangover","2009","100","Comedy",7.7,851732
"tt11198810","movie","She Said","2022","129","Drama,History",7.3,40460
"tt11199310","movie","Miss India","2020","136","Drama",3.6,2313
"tt11199356","movie","Bheeshma","2020","150","Action,Comedy,Romance",6.6,4832
"tt11199410","movie","The Princess Switch: Switched Again","2020","96","Comedy,Drama,Family",5.4,13584
"tt11203022","movie","Sex Appeal","2022","90","Comedy,Drama,Romance",5.3,3237
"tt11204094","movie","The Duke","2020","95","Biography,Comedy,Crime",6.9,13578
"tt11204372","movie","Goblin","2020","72","Horror,Romance,Thriller",3.3,1249
"tt11206302","movie","30 jours max","2020","87","Action,Comedy,Crime",5.4,1942
